Position,Conserved,B
111020,C,0.669550
111021,C,0.669521
111022,C,0.669492
111023,C,0.669463
111024,C,0.669435
111025,C,0.669406
111026,C,0.669377
111027,C,0.669349
111028,C,0.669320
111029,C,0.669291
111030,C,0.669263
111031,C,0.669234
111032,C,0.669206
111033,C,0.669177
111034,C,0.669149
111035,C,0.669121
111036,C,0.669092
111037,C,0.669064
111038,C,0.669036
111039,C,0.669007
111040,C,0.668979
111041,C,0.668951
111042,C,0.668923
111043,C,0.668894
111044,C,0.668866
111045,C,0.668838
111046,C,0.668810
111047,C,0.668782
111048,C,0.668754
111049,C,0.668726
111050,C,0.668698
111051,C,0.668670
111052,C,0.668642
111053,C,0.668614
111054,C,0.668586
111055,C,0.668558
111056,C,0.668530
111057,C,0.668503
111058,C,0.668475
111059,C,0.668447
111060,C,0.668419
111061,C,0.668392
111062,C,0.668364
111063,C,0.668336
111064,C,0.668309
111065,C,0.668281
111066,C,0.668254
111067,C,0.668226
111068,C,0.668199
111069,C,0.668171
111070,C,0.668144
111071,C,0.668116
111072,C,0.668089
111073,C,0.668062
111074,C,0.668034
111075,C,0.668007
111076,C,0.667980
111077,C,0.667952
111078,C,0.667925
111079,C,0.667898
111080,C,0.667871
111081,C,0.667844
111082,C,0.667816
111083,C,0.667789
111084,C,0.667762
111085,C,0.667735
111086,C,0.667708
111087,C,0.667681
111088,C,0.667654
111089,C,0.667627
111090,C,0.667600
111091,C,0.667573
111092,C,0.667546
111093,C,0.667520
111094,C,0.667493
111095,C,0.667466
111096,C,0.667439
111097,C,0.667413
111098,C,0.667386
111099,C,0.667359
111100,C,0.667332
111101,C,0.667306
111102,C,0.667279
111103,C,0.667253
111104,C,0.667226
111105,C,0.667199
111106,C,0.667173
111107,C,0.667146
111108,C,0.667120
111109,C,0.667094
111110,C,0.667067
111111,C,0.667041
111112,C,0.667014
111113,C,0.666988
111114,C,0.666962
111115,C,0.666935
111116,C,0.666909
111117,C,0.666883
111118,C,0.666857
111119,C,0.666831
111120,C,0.666804
111121,C,0.666778
111122,C,0.666752
111123,C,0.666726
111124,C,0.666700
111125,C,0.666674
111126,C,0.666648
111127,C,0.666622
111128,C,0.666596
111129,C,0.666570
111130,C,0.666544
111131,C,0.666518
111132,C,0.666492
111133,C,0.666466
111134,C,0.666441
111135,C,0.666415
111136,C,0.666389
111137,C,0.666363
111138,C,0.666338
111139,C,0.666312
111140,C,0.666286
111141,C,0.666261
111142,C,0.666235
111143,C,0.666209
111144,C,0.666184
111145,C,0.666158
111146,C,0.666133
111147,C,0.666107
111148,C,0.666082
111149,C,0.666056
111150,C,0.666031
111151,C,0.666005
111152,C,0.665980
111153,C,0.665955
111154,C,0.665929
111155,C,0.665904
111156,C,0.665879
111157,C,0.665853
111158,C,0.665828
111159,C,0.665803
111160,C,0.665778
111161,C,0.665753
111162,C,0.665727
111163,C,0.665702
111164,C,0.665677
111165,C,0.665652
111166,C,0.665627
111167,C,0.665602
111168,C,0.665577
111169,C,0.665552
111170,C,0.665527
111171,C,0.665502
111172,C,0.665477
111173,C,0.665452
111174,C,0.665427
111175,C,0.665402
111176,C,0.665378
111177,C,0.665353
111178,C,0.665328
111179,C,0.665303
111180,C,0.665278
111181,C,0.665254
111182,C,0.665229
111183,C,0.665204
111184,C,0.665180
111185,C,0.665155
111186,C,0.665130
111187,C,0.665106
111188,C,0.665081
111189,C,0.665057
111190,C,0.665032
111191,C,0.665008
111192,C,0.664983
111193,C,0.664959
111194,C,0.664934
111195,C,0.664910
111196,C,0.664886
111197,C,0.664861
111198,C,0.664837
111199,C,0.664813
111200,C,0.664788
111201,C,0.664764
111202,C,0.664740
111203,C,0.664715
111204,C,0.664691
111205,C,0.664667
111206,C,0.664643
111207,C,0.664619
111208,C,0.664595
111209,C,0.664571
111210,C,0.664546
111211,C,0.664522
111212,C,0.664498
111213,C,0.664474
111214,C,0.664450
111215,C,0.664426
111216,C,0.664402
111217,C,0.664379
111218,C,0.664355
111219,C,0.664331
111220,C,0.664307
111221,C,0.664283
111222,C,0.664259
111223,C,0.664235
111224,C,0.664212
111225,C,0.664188
111226,C,0.664164
111227,C,0.664140
111228,C,0.664117
111229,C,0.664093
111230,C,0.664069
111231,C,0.664046
111232,C,0.664022
111233,C,0.663999
111234,C,0.663975
111235,C,0.663951
111236,C,0.663928
111237,C,0.663904
111238,C,0.663881
111239,C,0.663857
111240,C,0.663834
111241,C,0.663811
111242,C,0.663787
111243,C,0.663764
111244,C,0.663740
111245,C,0.663717
111246,C,0.663694
111247,C,0.663671
111248,C,0.663647
111249,C,0.663624
111250,C,0.663601
111251,C,0.663578
111252,C,0.663554
111253,C,0.663531
111254,C,0.663508
111255,C,0.663485
111256,C,0.663462
111257,C,0.663439
111258,C,0.663416
111259,C,0.663393
111260,C,0.663370
111261,C,0.663346
111262,C,0.663324
111263,C,0.663301
111264,C,0.663278
111265,C,0.663255
111266,C,0.663232
111267,C,0.663209
111268,C,0.663186
111269,C,0.663163
111270,C,0.663140
111271,C,0.663117
111272,C,0.663095
111273,C,0.663072
111274,C,0.663049
111275,C,0.663026
111276,C,0.663004
111277,C,0.662981
111278,C,0.662958
111279,C,0.662936
111280,C,0.662913
111281,C,0.662890
111282,C,0.662868
111283,C,0.662845
111284,C,0.662823
111285,C,0.662800
111286,C,0.662778
111287,C,0.662755
111288,C,0.662733
111289,C,0.662710
111290,C,0.662688
111291,C,0.662665
111292,C,0.662643
111293,C,0.662621
111294,C,0.662598
111295,C,0.662576
111296,C,0.662554
111297,C,0.662531
111298,C,0.662509
111299,C,0.662487
111300,C,0.662465
111301,C,0.662442
111302,C,0.662420
111303,C,0.662398
111304,C,0.662376
111305,C,0.662354
111306,C,0.662332
111307,C,0.662309
111308,C,0.662287
111309,C,0.662265
111310,C,0.662243
111311,C,0.662221
111312,C,0.662199
111313,C,0.662177
111314,C,0.662155
111315,C,0.662133
111316,C,0.662111
111317,C,0.662089
111318,C,0.662067
111319,C,0.662046
111320,C,0.662024
111321,C,0.662002
111322,C,0.661980
111323,C,0.661958
111324,C,0.661936
111325,C,0.661915
111326,C,0.661893
111327,C,0.661871
111328,C,0.661850
111329,C,0.661828
111330,C,0.661806
111331,C,0.661784
111332,C,0.661763
111333,C,0.661741
111334,C,0.661720
111335,C,0.661698
111336,C,0.661676
111337,C,0.661655
111338,C,0.661633
111339,C,0.661612
111340,C,0.661590
111341,C,0.661569
111342,C,0.661547
111343,C,0.661526
111344,C,0.661505
111345,C,0.661483
111346,C,0.661462
111347,C,0.661440
111348,C,0.661419
111349,C,0.661398
111350,C,0.661376
111351,C,0.661355
111352,C,0.661334
111353,C,0.661313
111354,C,0.661291
111355,C,0.661270
111356,C,0.661249
111357,C,0.661228
111358,C,0.661207
111359,C,0.661185
111360,C,0.661164
111361,C,0.661143
111362,C,0.661122
111363,C,0.661101
111364,C,0.661080
111365,C,0.661059
111366,C,0.661038
111367,C,0.661017
111368,C,0.660996
111369,C,0.660975
111370,C,0.660954
111371,C,0.660933
111372,C,0.660912
111373,C,0.660891
111374,C,0.660870
111375,C,0.660849
111376,C,0.660829
111377,C,0.660808
111378,C,0.660787
111379,C,0.660766
111380,C,0.660745
111381,C,0.660725
111382,C,0.660704
111383,C,0.660683
111384,C,0.660662
111385,C,0.660642
111386,C,0.660621
111387,C,0.660600
111388,C,0.660580
111389,C,0.660559
111390,C,0.660539
111391,C,0.660518
111392,C,0.660497
111393,C,0.660477
111394,C,0.660456
111395,C,0.660436
111396,C,0.660415
111397,C,0.660395
111398,C,0.660374
111399,C,0.660354
111400,C,0.660333
111401,C,0.660313
111402,C,0.660293
111403,C,0.660272
111404,C,0.660252
111405,C,0.660231
111406,C,0.660211
111407,C,0.660191
111408,C,0.660170
111409,C,0.660150
111410,C,0.660130
111411,C,0.660110
111412,C,0.660089
111413,C,0.660069
111414,C,0.660049
111415,C,0.660029
111416,C,0.660009
111417,C,0.659988
111418,C,0.659968
111419,C,0.659948
111420,C,0.659928
111421,C,0.659908
111422,C,0.659888
111423,C,0.659868
111424,C,0.659848
111425,C,0.659828
111426,C,0.659808
111427,C,0.659788
111428,C,0.659768
111429,C,0.659748
111430,C,0.659728
111431,C,0.659708
111432,C,0.659688
111433,C,0.659668
111434,C,0.659648
111435,C,0.659629
111436,C,0.659609
111437,C,0.659589
111438,C,0.659569
111439,C,0.659549
111440,C,0.659529
111441,C,0.659510
111442,C,0.659490
111443,C,0.659470
111444,C,0.659451
111445,C,0.659431
111446,C,0.659411
111447,C,0.659391
111448,C,0.659372
111449,C,0.659352
111450,C,0.659333
111451,C,0.659313
111452,C,0.659293
111453,C,0.659274
111454,C,0.659254
111455,C,0.659235
111456,C,0.659215
111457,C,0.659196
111458,C,0.659176
111459,C,0.659157
111460,C,0.659137
111461,C,0.659118
111462,C,0.659098
111463,C,0.659079
111464,C,0.659060
111465,C,0.659040
111466,C,0.659021
111467,C,0.659002
111468,C,0.658982
111469,C,0.658963
111470,C,0.658944
111471,C,0.658924
111472,C,0.658905
111473,C,0.658886
111474,C,0.658867
111475,C,0.658847
111476,C,0.658828
111477,C,0.658809
111478,C,0.658790
111479,C,0.658771
111480,C,0.658751
111481,C,0.658732
111482,C,0.658713
111483,C,0.658694
111484,C,0.658675
111485,C,0.658656
111486,C,0.658637
111487,C,0.658618
111488,C,0.658599
111489,C,0.658580
111490,C,0.658561
111491,C,0.658542
111492,C,0.658523
111493,C,0.658504
111494,C,0.658485
111495,C,0.658466
111496,C,0.658447
111497,C,0.658428
111498,C,0.658409
111499,C,0.658391
111500,C,0.658372
111501,C,0.658353
111502,C,0.658334
111503,C,0.658315
111504,C,0.658296
111505,C,0.658278
111506,C,0.658259
111507,C,0.658240
111508,C,0.658221
111509,C,0.658203
111510,C,0.658184
111511,C,0.658165
111512,C,0.658147
111513,C,0.658128
111514,C,0.658109
111515,C,0.658091
111516,C,0.658072
111517,C,0.658054
111518,C,0.658035
111519,C,0.658016
111520,C,0.657998
111521,C,0.657979
111522,C,0.657961
111523,C,0.657942
111524,C,0.657924
111525,C,0.657905
111526,C,0.657887
111527,C,0.657869
111528,C,0.657850
111529,C,0.657832
111530,C,0.657813
111531,C,0.657795
111532,C,0.657777
111533,C,0.657758
111534,C,0.657740
111535,C,0.657722
111536,C,0.657703
111537,C,0.657685
111538,C,0.657667
111539,C,0.657648
111540,C,0.657630
111541,C,0.657612
111542,C,0.657594
111543,C,0.657575
111544,C,0.657557
111545,C,0.657539
111546,C,0.657521
111547,C,0.657503
111548,C,0.657485
111549,C,0.657466
111550,C,0.657448
111551,C,0.657430
111552,C,0.657412
111553,C,0.657394
111554,C,0.657376
111555,C,0.657358
111556,C,0.657340
111557,C,0.657322
111558,C,0.657304
111559,C,0.657286
111560,C,0.657268
111561,C,0.657250
111562,C,0.657232
111563,C,0.657214
111564,C,0.657196
111565,C,0.657178
111566,C,0.657160
111567,C,0.657143
111568,C,0.657125
111569,C,0.657107
111570,C,0.657089
111571,C,0.657071
111572,C,0.657053
111573,C,0.657036
111574,C,0.657018
111575,C,0.657000
111576,C,0.656982
111577,C,0.656965
111578,C,0.656947
111579,C,0.656929
111580,C,0.656911
111581,C,0.656894
111582,C,0.656876
111583,C,0.656858
111584,C,0.656841
111585,C,0.656823
111586,C,0.656806
111587,C,0.656788
111588,C,0.656770
111589,C,0.656753
111590,C,0.656735
111591,C,0.656718
111592,C,0.656700
111593,C,0.656683
111594,C,0.656665
111595,C,0.656648
111596,C,0.656630
111597,C,0.656613
111598,C,0.656595
111599,C,0.656578
111600,C,0.656560
111601,C,0.656543
111602,C,0.656526
111603,C,0.656508
111604,C,0.656491
111605,C,0.656474
111606,C,0.656456
111607,C,0.656439
111608,C,0.656422
111609,C,0.656404
111610,C,0.656387
111611,C,0.656370
111612,C,0.656352
111613,C,0.656335
111614,C,0.656318
111615,C,0.656301
111616,C,0.656284
111617,C,0.656266
111618,C,0.656249
111619,C,0.656232
111620,C,0.656215
111621,C,0.656198
111622,C,0.656181
111623,C,0.656163
111624,C,0.656146
111625,C,0.656129
111626,C,0.656112
111627,C,0.656095
111628,C,0.656078
111629,C,0.656061
111630,C,0.656044
111631,C,0.656027
111632,C,0.656010
111633,C,0.655993
111634,C,0.655976
111635,C,0.655959
111636,C,0.655942
111637,C,0.655925
111638,C,0.655908
111639,C,0.655891
111640,C,0.655875
111641,C,0.655858
111642,C,0.655841
111643,C,0.655824
111644,C,0.655807
111645,C,0.655790
111646,C,0.655773
111647,C,0.655757
111648,C,0.655740
111649,C,0.655723
111650,C,0.655706
111651,C,0.655690
111652,C,0.655673
111653,C,0.655656
111654,C,0.655639
111655,C,0.655623
111656,C,0.655606
111657,C,0.655589
111658,C,0.655573
111659,C,0.655556
111660,C,0.655539
111661,C,0.655523
111662,C,0.655506
111663,C,0.655489
111664,C,0.655473
111665,C,0.655456
111666,C,0.655440
111667,C,0.655423
111668,C,0.655407
111669,C,0.655390
111670,C,0.655374
111671,C,0.655357
111672,C,0.655341
111673,C,0.655324
111674,C,0.655308
111675,C,0.655291
111676,C,0.655275
111677,C,0.655258
111678,C,0.655242
111679,C,0.655226
111680,C,0.655209
111681,C,0.655193
111682,C,0.655176
111683,C,0.655160
111684,C,0.655144
111685,C,0.655127
111686,C,0.655111
111687,C,0.655095
111688,C,0.655078
111689,C,0.655062
111690,C,0.655046
111691,C,0.655030
111692,C,0.655013
111693,C,0.654997
111694,C,0.654981
111695,C,0.654965
111696,C,0.654949
111697,C,0.654932
111698,C,0.654916
111699,C,0.654900
111700,C,0.654884
111701,C,0.654868
111702,C,0.654852
111703,C,0.654836
111704,C,0.654819
111705,C,0.654803
111706,C,0.654787
111707,C,0.654771
111708,C,0.654755
111709,C,0.654739
111710,C,0.654723
111711,C,0.654707
111712,C,0.654691
111713,C,0.654675
111714,C,0.654659
111715,C,0.654643
111716,C,0.654627
111717,C,0.654611
111718,C,0.654595
111719,C,0.654579
111720,C,0.654564
111721,C,0.654548
111722,C,0.654532
111723,C,0.654516
111724,C,0.654500
111725,C,0.654484
111726,C,0.654468
111727,C,0.654453
111728,C,0.654437
111729,C,0.654421
111730,C,0.654405
111731,C,0.654389
111732,C,0.654374
111733,C,0.654358
111734,C,0.654342
111735,C,0.654326
111736,C,0.654311
111737,C,0.654295
111738,C,0.654279
111739,C,0.654264
111740,C,0.654248
111741,C,0.654232
111742,C,0.654217
111743,C,0.654201
111744,C,0.654185
111745,C,0.654170
111746,C,0.654154
111747,C,0.654139
111748,C,0.654123
111749,C,0.654107
111750,C,0.654092
111751,C,0.654076
111752,C,0.654061
111753,C,0.654045
111754,C,0.654030
111755,C,0.654014
111756,C,0.653999
111757,C,0.653983
111758,C,0.653968
111759,C,0.653952
111760,C,0.653937
111761,C,0.653921
111762,C,0.653906
111763,C,0.653891
111764,C,0.653875
111765,C,0.653860
111766,C,0.653845
111767,C,0.653829
111768,C,0.653814
111769,C,0.653798
111770,C,0.653783
111771,C,0.653768
111772,C,0.653753
111773,C,0.653737
111774,C,0.653722
111775,C,0.653707
111776,C,0.653691
111777,C,0.653676
111778,C,0.653661
111779,C,0.653646
111780,C,0.653630
111781,C,0.653615
111782,C,0.653600
111783,C,0.653585
111784,C,0.653570
111785,C,0.653555
111786,C,0.653539
111787,C,0.653524
111788,C,0.653509
111789,C,0.653494
111790,C,0.653479
111791,C,0.653464
111792,C,0.653449
111793,C,0.653434
111794,C,0.653419
111795,C,0.653404
111796,C,0.653389
111797,C,0.653374
111798,C,0.653359
111799,C,0.653344
111800,C,0.653329
111801,C,0.653314
111802,C,0.653299
111803,C,0.653284
111804,C,0.653269
111805,C,0.653254
111806,C,0.653239
111807,C,0.653224
111808,C,0.653209
111809,C,0.653194
111810,C,0.653179
111811,C,0.653164
111812,C,0.653149
111813,C,0.653135
111814,C,0.653120
111815,C,0.653105
111816,C,0.653090
111817,C,0.653075
111818,C,0.653061
111819,C,0.653046
111820,C,0.653031
111821,C,0.653016
111822,C,0.653001
111823,C,0.652987
111824,C,0.652972
111825,C,0.652957
111826,C,0.652943
111827,C,0.652928
111828,C,0.652913
111829,C,0.652898
111830,C,0.652884
111831,C,0.652869
111832,C,0.652854
111833,C,0.652840
111834,C,0.652825
111835,C,0.652811
111836,C,0.652796
111837,C,0.652781
111838,C,0.652767
111839,C,0.652752
111840,C,0.652738
111841,C,0.652723
111842,C,0.652709
111843,C,0.652694
111844,C,0.652680
111845,C,0.652665
111846,C,0.652651
111847,C,0.652636
111848,C,0.652622
111849,C,0.652607
111850,C,0.652593
111851,C,0.652578
111852,C,0.652564
111853,C,0.652549
111854,C,0.652535
111855,C,0.652520
111856,C,0.652506
111857,C,0.652492
111858,C,0.652477
111859,C,0.652463
111860,C,0.652449
111861,C,0.652434
111862,C,0.652420
111863,C,0.652406
111864,C,0.652391
111865,C,0.652377
111866,C,0.652363
111867,C,0.652348
111868,C,0.652334
111869,C,0.652320
111870,C,0.652306
111871,C,0.652291
111872,C,0.652277
111873,C,0.652263
111874,C,0.652249
111875,C,0.652235
111876,C,0.652220
111877,C,0.652206
111878,C,0.652192
111879,C,0.652178
111880,C,0.652164
111881,C,0.652150
111882,C,0.652135
111883,C,0.652121
111884,C,0.652107
111885,C,0.652093
111886,C,0.652079
111887,C,0.652065
111888,C,0.652051
111889,C,0.652037
111890,C,0.652023
111891,C,0.652009
111892,C,0.651995
111893,C,0.651981
111894,C,0.651967
111895,C,0.651953
111896,C,0.651939
111897,C,0.651925
111898,C,0.651911
111899,C,0.651897
111900,C,0.651883
111901,C,0.651869
111902,C,0.651855
111903,C,0.651841
111904,C,0.651827
111905,C,0.651813
111906,C,0.651799
111907,C,0.651785
111908,C,0.651772
111909,C,0.651758
111910,C,0.651744
111911,C,0.651730
111912,C,0.651716
111913,C,0.651702
111914,C,0.651689
111915,C,0.651675
111916,C,0.651661
111917,C,0.651647
111918,C,0.651633
111919,C,0.651620
111920,C,0.651606
111921,C,0.651592
111922,C,0.651579
111923,C,0.651565
111924,C,0.651551
111925,C,0.651537
111926,C,0.651524
111927,C,0.651510
111928,C,0.651496
111929,C,0.651483
111930,C,0.651469
111931,C,0.651455
111932,C,0.651442
111933,C,0.651428
111934,C,0.651415
111935,C,0.651401
111936,C,0.651387
111937,C,0.651374
111938,C,0.651360
111939,C,0.651347
111940,C,0.651333
111941,C,0.651319
111942,C,0.651306
111943,C,0.651292
111944,C,0.651279
111945,C,0.651265
111946,C,0.651252
111947,C,0.651238
111948,C,0.651225
111949,C,0.651211
111950,C,0.651198
111951,C,0.651185
111952,C,0.651171
111953,C,0.651158
111954,C,0.651144
111955,C,0.651131
111956,C,0.651117
111957,C,0.651104
111958,C,0.651091
111959,C,0.651077
111960,C,0.651064
111961,C,0.651051
111962,C,0.651037
111963,C,0.651024
111964,C,0.651011
111965,C,0.650997
111966,C,0.650984
111967,C,0.650971
111968,C,0.650957
111969,C,0.650944
111970,C,0.650931
111971,C,0.650918
111972,C,0.650904
111973,C,0.650891
111974,C,0.650878
111975,C,0.650865
111976,C,0.650851
111977,C,0.650838
111978,C,0.650825
111979,C,0.650812
111980,C,0.650799
111981,C,0.650785
111982,C,0.650772
111983,C,0.650759
111984,C,0.650746
111985,C,0.650733
111986,C,0.650720
111987,C,0.650707
111988,C,0.650694
111989,C,0.650680
111990,C,0.650667
111991,C,0.650654
111992,C,0.650641
111993,C,0.650628
111994,C,0.650615
111995,C,0.650602
111996,C,0.650589
111997,C,0.650576
111998,C,0.650563
111999,C,0.650550
112000,C,0.650537
112001,C,0.650524
112002,C,0.650511
112003,C,0.650498
112004,C,0.650485
112005,C,0.650472
112006,C,0.650459
112007,C,0.650446
112008,C,0.650433
112009,C,0.650420
112010,C,0.650408
112011,C,0.650395
112012,C,0.650382
112013,C,0.650369
112014,C,0.650356
112015,C,0.650343
112016,C,0.650330
112017,C,0.650318
112018,C,0.650305
112019,C,0.650292
112020,C,0.650279
112021,C,0.650266
112022,C,0.650253
112023,C,0.650241
112024,C,0.650228
112025,C,0.650215
112026,C,0.650202
112027,C,0.650190
112028,C,0.650177
112029,C,0.650164
112030,C,0.650151
112031,C,0.650139
112032,C,0.650126
112033,C,0.650113
112034,C,0.650101
112035,C,0.650088
112036,C,0.650075
112037,C,0.650063
112038,C,0.650050
112039,C,0.650037
112040,C,0.650025
112041,C,0.650012
112042,C,0.649999
112043,C,0.649987
112044,C,0.649974
112045,C,0.649962
112046,C,0.649949
112047,C,0.649936
112048,C,0.649924
112049,C,0.649911
112050,C,0.649899
112051,C,0.649886
112052,C,0.649874
112053,C,0.649861
112054,C,0.649849
112055,C,0.649836
112056,C,0.649824
112057,C,0.649811
112058,C,0.649799
112059,C,0.649786
112060,C,0.649774
112061,C,0.649761
112062,C,0.649749
112063,C,0.649737
112064,C,0.649724
112065,C,0.649712
112066,C,0.649699
112067,C,0.649687
112068,C,0.649674
112069,C,0.649662
112070,C,0.649650
112071,C,0.649637
112072,C,0.649625
112073,C,0.649613
112074,C,0.649600
112075,C,0.649588
112076,C,0.649576
112077,C,0.649563
112078,C,0.649551
112079,C,0.649539
112080,C,0.649526
112081,C,0.649514
112082,C,0.649502
112083,C,0.649490
112084,C,0.649477
112085,C,0.649465
112086,C,0.649453
112087,C,0.649441
112088,C,0.649428
112089,C,0.649416
112090,C,0.649404
112091,C,0.649392
112092,C,0.649380
112093,C,0.649367
112094,C,0.649355
112095,C,0.649343
112096,C,0.649331
112097,C,0.649319
112098,C,0.649307
112099,C,0.649295
112100,C,0.649282
112101,C,0.649270
112102,C,0.649258
112103,C,0.649246
112104,C,0.649234
112105,C,0.649222
112106,C,0.649210
112107,C,0.649198
112108,C,0.649186
112109,C,0.649174
112110,C,0.649162
112111,C,0.649150
112112,C,0.649138
112113,C,0.649126
112114,C,0.649114
112115,C,0.649102
112116,C,0.649090
112117,C,0.649078
112118,C,0.649066
112119,C,0.649054
112120,C,0.649042
112121,C,0.649030
112122,C,0.649018
112123,C,0.649006
112124,C,0.648994
112125,C,0.648982
112126,C,0.648970
112127,C,0.648958
112128,C,0.648947
112129,C,0.648935
112130,C,0.648923
112131,C,0.648911
112132,C,0.648899
112133,C,0.648887
112134,C,0.648875
112135,C,0.648864
112136,C,0.648852
112137,C,0.648840
112138,C,0.648828
112139,C,0.648816
112140,C,0.648805
112141,C,0.648793
112142,C,0.648781
112143,C,0.648769
112144,C,0.648757
112145,C,0.648746
112146,C,0.648734
112147,C,0.648722
112148,C,0.648711
112149,C,0.648699
112150,C,0.648687
112151,C,0.648675
112152,C,0.648664
112153,C,0.648652
112154,C,0.648640
112155,C,0.648629
112156,C,0.648617
112157,C,0.648605
112158,C,0.648594
112159,C,0.648582
112160,C,0.648570
112161,C,0.648559
112162,C,0.648547
112163,C,0.648536
112164,C,0.648524
112165,C,0.648512
112166,C,0.648501
112167,C,0.648489
112168,C,0.648478
112169,C,0.648466
112170,C,0.648455
112171,C,0.648443
112172,C,0.648432
112173,C,0.648420
112174,C,0.648409
112175,C,0.648397
112176,C,0.648386
112177,C,0.648374
112178,C,0.648363
112179,C,0.648351
112180,C,0.648340
112181,C,0.648328
112182,C,0.648317
112183,C,0.648305
112184,C,0.648294
112185,C,0.648282
112186,C,0.648271
112187,C,0.648260
112188,C,0.648248
112189,C,0.648237
112190,C,0.648225
112191,C,0.648214
112192,C,0.648203
112193,C,0.648191
112194,C,0.648180
112195,C,0.648169
112196,C,0.648157
112197,C,0.648146
112198,C,0.648134
112199,C,0.648123
112200,C,0.648112
112201,C,0.648101
112202,C,0.648089
112203,C,0.648078
112204,C,0.648067
112205,C,0.648055
112206,C,0.648044
112207,C,0.648033
112208,C,0.648022
112209,C,0.648010
112210,C,0.647999
112211,C,0.647988
112212,C,0.647977
112213,C,0.647965
112214,C,0.647954
112215,C,0.647943
112216,C,0.647932
112217,C,0.647921
112218,C,0.647910
112219,C,0.647898
112220,C,0.647887
112221,C,0.647876
112222,C,0.647865
112223,C,0.647854
112224,C,0.647843
112225,C,0.647832
112226,C,0.647820
112227,C,0.647809
112228,C,0.647798
112229,C,0.647787
112230,C,0.647776
112231,C,0.647765
112232,C,0.647754
112233,C,0.647743
112234,C,0.647732
112235,C,0.647721
112236,C,0.647710
112237,C,0.647699
112238,C,0.647688
112239,C,0.647677
112240,C,0.647666
112241,C,0.647655
112242,C,0.647644
112243,C,0.647633
112244,C,0.647622
112245,C,0.647611
112246,C,0.647600
112247,C,0.647589
112248,C,0.647578
112249,C,0.647567
112250,C,0.647556
112251,C,0.647545
112252,C,0.647534
112253,C,0.647523
112254,C,0.647512
112255,C,0.647501
112256,C,0.647491
112257,C,0.647480
112258,C,0.647469
112259,C,0.647458
112260,C,0.647447
112261,C,0.647436
112262,C,0.647425
112263,C,0.647414
112264,C,0.647404
112265,C,0.647393
112266,C,0.647382
112267,C,0.647371
112268,C,0.647360
112269,C,0.647350
112270,C,0.647339
112271,C,0.647328
112272,C,0.647317
112273,C,0.647307
112274,C,0.647296
112275,C,0.647285
112276,C,0.647274
112277,C,0.647264
112278,C,0.647253
112279,C,0.647242
112280,C,0.647231
112281,C,0.647221
112282,C,0.647210
112283,C,0.647199
112284,C,0.647189
112285,C,0.647178
112286,C,0.647167
112287,C,0.647157
112288,C,0.647146
112289,C,0.647135
112290,C,0.647125
112291,C,0.647114
112292,C,0.647103
112293,C,0.647093
112294,C,0.647082
112295,C,0.647072
112296,C,0.647061
112297,C,0.647050
112298,C,0.647040
112299,C,0.647029
112300,C,0.647019
112301,C,0.647008
112302,C,0.646998
112303,C,0.646987
112304,C,0.646976
112305,C,0.646966
112306,C,0.646955
112307,C,0.646945
112308,C,0.646934
112309,C,0.646924
112310,C,0.646913
112311,C,0.646903
112312,C,0.646892
112313,C,0.646882
112314,C,0.646871
112315,C,0.646861
112316,C,0.646851
112317,C,0.646840
112318,C,0.646830
112319,C,0.646819
112320,C,0.646809
112321,C,0.646798
112322,C,0.646788
112323,C,0.646778
112324,C,0.646767
112325,C,0.646757
112326,C,0.646746
112327,C,0.646736
112328,C,0.646726
112329,C,0.646715
112330,C,0.646705
112331,C,0.646695
112332,C,0.646684
112333,C,0.646674
112334,C,0.646664
112335,C,0.646653
112336,C,0.646643
112337,C,0.646633
112338,C,0.646622
112339,C,0.646612
112340,C,0.646602
112341,C,0.646591
112342,C,0.646581
112343,C,0.646571
112344,C,0.646561
112345,C,0.646550
112346,C,0.646540
112347,C,0.646530
112348,C,0.646520
112349,C,0.646509
112350,C,0.646499
112351,C,0.646489
112352,C,0.646479
112353,C,0.646469
112354,C,0.646458
112355,C,0.646448
112356,C,0.646438
112357,C,0.646428
112358,C,0.646418
112359,C,0.646408
112360,C,0.646397
112361,C,0.646387
112362,C,0.646377
112363,C,0.646367
112364,C,0.646357
112365,C,0.646347
112366,C,0.646337
112367,C,0.646327
112368,C,0.646317
112369,C,0.646306
112370,C,0.646296
112371,C,0.646286
112372,C,0.646276
112373,C,0.646266
112374,C,0.646256
112375,C,0.646246
112376,C,0.646236
112377,C,0.646226
112378,C,0.646216
112379,C,0.646206
112380,C,0.646196
112381,C,0.646186
112382,C,0.646176
112383,C,0.646166
112384,C,0.646156
112385,C,0.646146
112386,C,0.646136
112387,C,0.646126
112388,C,0.646116
112389,C,0.646106
112390,C,0.646096
112391,C,0.646086
112392,C,0.646076
112393,C,0.646066
112394,C,0.646056
112395,C,0.646047
112396,C,0.646037
112397,C,0.646027
112398,C,0.646017
112399,C,0.646007
112400,C,0.645997
112401,C,0.645987
112402,C,0.645977
112403,C,0.645968
112404,C,0.645958
112405,C,0.645948
112406,C,0.645938
112407,C,0.645928
112408,C,0.645918
112409,C,0.645909
112410,C,0.645899
112411,C,0.645889
112412,C,0.645879
112413,C,0.645869
112414,C,0.645860
112415,C,0.645850
112416,C,0.645840
112417,C,0.645830
112418,C,0.645820
